timestamp,strategy,equity,spy_equity,portfolio_return,spy_return,turnover,cost,positions,position_count,entries,exits,family
2018-01-02 00:00:00+00:00,confirmed_rebalance_daily,50215.00683587491,50503.892001654574,0.004300136717498137,0.010077840033091423,1.0,0.0004,"DHR,GS,UNP",3,"DHR,GS,UNP",,holding
2018-01-03 00:00:00+00:00,confirmed_rebalance_daily,49516.382389509075,50817.88440567066,-0.013912662576134835,0.00621719221175665,0.6666666666666666,0.0002666666666666667,"DHR,INTC,UNP",3,"DHR,UNP,INTC","DHR,GS,UNP",holding
2018-01-04 00:00:00+00:00,confirmed_rebalance_daily,49933.027125124645,51101.79370511037,0.008414280597846035,0.005586798875240717,0.6666666666666666,0.0002666666666666667,"COF,DHR,UNP",3,"DHR,UNP,COF","DHR,UNP,INTC",holding
2018-01-05 00:00:00+00:00,confirmed_rebalance_daily,50259.622071954574,51451.50979581092,0.006540659872503593,0.0068435188932629565,0.0,0.0,"COF,DHR,UNP",3,"DHR,UNP,COF","DHR,UNP,COF",holding
2018-01-08 00:00:00+00:00,confirmed_rebalance_daily,50475.11067665452,51524.83736321588,0.0042875094522484645,0.0014251781472685021,0.0,0.0,"COF,DHR,UNP",3,"DHR,UNP,COF","DHR,UNP,COF",holding
2018-01-09 00:00:00+00:00,confirmed_rebalance_daily,51405.410092422004,51585.00357236866,0.018430854401232006,0.00116771274266525,0.0,0.0,"COF,DHR,UNP",3,"DHR,UNP,COF","DHR,UNP,COF",holding
2018-01-10 00:00:00+00:00,confirmed_rebalance_daily,51421.38688497629,51575.60260218853,0.00031079982681895624,-0.00018224230937458064,0.0,0.0,"COF,DHR,UNP",3,"DHR,UNP,COF","DHR,UNP,COF",holding
2018-01-11 00:00:00+00:00,confirmed_rebalance_daily,51781.08893040208,51923.43849885308,0.0069951836622067125,0.006744194524443303,0.0,0.0,"COF,DHR,UNP",3,"DHR,UNP,COF","DHR,UNP,COF",holding
2018-01-12 00:00:00+00:00,confirmed_rebalance_daily,52117.86348804383,52263.75361937352,0.006503813739691703,0.006554171494785654,0.0,0.0,"COF,DHR,UNP",3,"DHR,UNP,COF","DHR,UNP,COF",holding
2018-01-16 00:00:00+00:00,confirmed_rebalance_daily,51930.05076552384,52134.02023088782,-0.0036036151513210157,-0.0024822822606758166,0.0,0.0,"COF,DHR,UNP",3,"DHR,UNP,COF","DHR,UNP,COF",holding
2018-01-17 00:00:00+00:00,confirmed_rebalance_daily,51948.55623582729,52607.829127966004,0.0003563537880408122,0.009088286208886354,0.0,0.0,"COF,DHR,UNP",3,"DHR,UNP,COF","DHR,UNP,COF",holding
2018-01-18 00:00:00+00:00,confirmed_rebalance_daily,51824.37019517357,52464.934381228144,-0.0023905580761466685,-0.0027162258756253665,0.0,0.0,"COF,DHR,UNP",3,"DHR,UNP,COF","DHR,UNP,COF",holding
2018-01-19 00:00:00+00:00,confirmed_rebalance_daily,52229.303730119726,52728.16154627156,0.00781357368012688,0.005017201834862206,0.0,0.0,"COF,DHR,UNP",3,"DHR,UNP,COF","DHR,UNP,COF",holding
2018-01-22 00:00:00+00:00,confirmed_rebalance_daily,52406.40660377018,53139.92404016093,0.0033908718095417107,0.007809157038938697,0.0,0.0,"COF,DHR,UNP",3,"DHR,UNP,COF","DHR,UNP,COF",holding
2018-01-23 00:00:00+00:00,confirmed_rebalance_daily,52111.530691747066,53217.01199563794,-0.0056267149597296244,0.0014506598733328158,0.0,0.0,"COF,DHR,UNP",3,"DHR,UNP,COF","DHR,UNP,COF",holding
2018-01-24 00:00:00+00:00,confirmed_rebalance_daily,52527.5308597976,53200.09024931372,0.007982881380155238,-0.0003179762577728562,0.0,0.0,"COF,DHR,UNP",3,"DHR,UNP,COF","DHR,UNP,COF",holding
2018-01-25 00:00:00+00:00,confirmed_rebalance_daily,51913.406336395325,53322.30286165532,-0.011691478989207665,0.00229722565824364,0.6666666666666666,0.0002666666666666667,"DHR,TXN,UNP",3,"DHR,UNP,TXN","DHR,UNP,COF",holding
2018-01-26 00:00:00+00:00,confirmed_rebalance_daily,52174.000099261146,53882.60068439062,0.005019777765635084,0.01050775740479537,0.6666666666666666,0.0002666666666666667,"DHR,UNP,XOM",3,"DHR,UNP,XOM","DHR,UNP,TXN",holding
2018-01-29 00:00:00+00:00,confirmed_rebalance_daily,52239.8171153586,53578.00925055465,0.0012614907036500034,-0.005652871798450754,0.0,0.0,"DHR,UNP,XOM",3,"DHR,UNP,XOM","DHR,UNP,XOM",holding
2018-01-30 00:00:00+00:00,confirmed_rebalance_daily,51500.74620809688,52976.34715902681,-0.014147654951196704,-0.011229646266142534,0.0,0.0,"DHR,UNP,XOM",3,"DHR,UNP,XOM","DHR,UNP,XOM",holding
2018-01-31 00:00:00+00:00,confirmed_rebalance_daily,51278.34763667545,53115.48151769262,-0.0043183562918253015,0.0026263486655309087,0.6666666666666666,0.0002666666666666667,"COF,DHR,UNP",3,"DHR,UNP,COF","DHR,UNP,XOM",holding
2018-02-01 00:00:00+00:00,confirmed_rebalance_daily,51357.78957740175,53038.39356221561,0.0015492297312148149,-0.0014513274336284132,0.0,0.0,"COF,DHR,UNP",3,"DHR,UNP,COF","DHR,UNP,COF",holding
